case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
long_horizon_035,long_horizon,reference_family_flat,-6.121,6.494,3.330,-2.800,1.3375,13.255,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.720,1.180,2.600
long_horizon_036,long_horizon,reference_family_flat,-0.288,8.253,15.116,12.923,2.5251,16.096,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,7.920,2.180,2.600
long_horizon_037,long_horizon,reference_family_flat,9.230,9.720,-7.491,16.463,1.5728,18.028,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-3.590,9.010,2.600
long_horizon_038,long_horizon,reference_family_flat,7.643,3.360,12.103,-10.697,1.3347,14.747,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,10.190,-4.670,2.600
long_horizon_039,long_horizon,reference_family_flat,-2.527,-6.793,-4.331,10.788,1.9565,17.673,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-5.100,3.650,2.600
long_horizon_040,long_horizon,reference_family_flat,-9.317,-8.624,-19.682,-8.160,-2.6875,10.375,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-16.100,-2.950,2.600
long_horizon_041,long_horizon,reference_family_flat,14.482,10.855,1.286,-3.287,-0.0389,19.343,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,7.720,1.830,2.600
long_horizon_042,long_horizon,reference_family_flat,-2.376,-0.064,-16.195,5.555,-0.8769,14.918,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-12.440,1.200,2.600
long_horizon_043,long_horizon,reference_family_flat,-5.097,8.978,8.751,0.435,2.1562,16.271,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.970,2.420,2.600
long_horizon_044,long_horizon,reference_family_flat,13.867,9.075,7.479,-1.805,-0.3128,12.616,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,10.810,2.570,2.600
long_horizon_045,long_horizon,reference_family_flat,-4.475,-7.433,2.759,2.056,-2.0570,11.932,8,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.990,-3.350,2.600
long_horizon_046,long_horizon,reference_family_flat,15.544,9.186,22.044,17.071,-2.5153,10.219,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,19.650,16.850,2.600
long_horizon_047,long_horizon,reference_family_flat,2.755,9.412,13.162,18.828,-0.3132,14.034,18,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,11.220,4.570,2.600
long_horizon_048,long_horizon,reference_family_flat,-2.238,-6.838,5.812,-11.824,0.3533,9.468,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,2.600,-10.650,2.600
long_horizon_049,long_horizon,reference_family_flat,10.010,-0.704,19.206,-3.278,-1.2614,9.549,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,16.900,-3.500,2.600
long_horizon_050,long_horizon,reference_family_flat,-15.438,1.096,-1.850,-11.043,-1.5310,18.221,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-7.990,-7.560,2.600
long_horizon_051,long_horizon,reference_family_flat,6.523,-6.267,20.931,3.677,-0.7324,17.506,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,14.390,-0.590,2.600
long_horizon_052,long_horizon,reference_family_flat,12.557,-3.324,-1.105,5.227,-2.7071,16.118,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.250,0.350,2.600
long_horizon_053,long_horizon,reference_family_flat,-2.421,-1.529,-9.400,10.055,-1.5105,13.524,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-6.410,5.090,2.600
long_horizon_054,long_horizon,reference_family_flat,10.451,-9.680,-3.915,2.109,2.6952,18.584,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,2.620,-2.820,2.600
long_horizon_055,long_horizon,reference_family_flat,14.494,5.091,4.636,-10.208,1.9930,18.200,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.100,-6.250,2.600
long_horizon_056,long_horizon,reference_family_flat,-9.131,6.277,-8.590,-11.151,-0.4070,17.436,8,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.790,-4.620,2.600
long_horizon_057,long_horizon,reference_family_flat,6.608,3.071,8.623,13.558,2.8876,10.679,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.250,5.710,2.600
long_horizon_058,long_horizon,reference_family_flat,11.889,-13.225,-7.246,-16.870,1.4663,19.479,13,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.500,-11.750,2.600
long_horizon_059,long_horizon,reference_family_flat,-16.186,-6.643,-13.757,10.987,-0.8579,17.796,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-13.900,2.000,2.600
long_horizon_060,long_horizon,reference_family_flat,-15.397,-3.759,-18.608,11.965,2.1968,16.048,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-13.900,5.850,2.600
long_horizon_061,long_horizon,reference_family_flat,23.139,10.076,17.586,-5.306,1.9696,16.354,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,15.800,3.320,2.600
long_horizon_062,long_horizon,reference_family_flat,-12.861,16.024,-12.087,3.301,0.3847,12.747,6,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-12.350,7.540,2.600
long_horizon_063,long_horizon,reference_family_flat,25.611,-13.887,15.718,-17.222,-0.3707,10.440,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,19.060,-16.960,2.600
long_horizon_064,long_horizon,reference_family_flat,-18.639,-10.505,-7.879,-16.841,-2.2402,12.487,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-13.040,-4.680,2.600
long_horizon_065,long_horizon,reference_family_flat,22.965,-15.925,5.631,-9.812,1.7894,18.381,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,14.150,-7.900,2.600
long_horizon_066,long_horizon,reference_family_flat,0.078,-0.544,3.202,-16.026,1.6522,15.794,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.150,-9.000,2.600
long_horizon_067,long_horizon,reference_family_flat,-9.592,7.141,-7.777,-6.406,-2.7802,13.667,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.550,-0.600,2.600
long_horizon_068,long_horizon,reference_family_flat,-5.856,-2.981,-21.608,1.633,-0.7236,16.414,8,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-15.700,-0.100,2.600
long_horizon_069,long_horizon,reference_family_flat,12.871,3.197,9.060,-7.442,-1.7100,11.301,6,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,10.330,-3.900,2.600
long_horizon_070,long_horizon,reference_family_flat,13.174,-0.821,1.257,-1.089,2.0055,11.920,6,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,5.230,-1.000,2.600
long_horizon_071,long_horizon,reference_family_flat,-17.987,-3.677,-8.371,-5.627,1.4784,9.812,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-11.690,-4.010,2.600
long_horizon_072,long_horizon,reference_family_flat,6.790,-2.144,-11.637,-4.063,0.1996,18.527,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-3.140,-2.410,2.600
long_horizon_073,long_horizon,reference_family_flat,-4.419,-1.390,-5.518,-12.802,0.3314,11.465,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-5.100,-9.550,2.600
long_horizon_074,long_horizon,reference_family_flat,4.149,15.641,22.397,8.375,1.6811,19.641,18,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.890,2.160,2.600
long_horizon_075,long_horizon,reference_family_flat,18.107,14.506,15.536,-2.231,-0.8828,16.933,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,15.750,5.110,2.600
long_horizon_076,long_horizon,reference_family_flat,21.506,10.472,10.226,12.072,-1.6298,11.393,19,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.800,-0.200,2.600
long_horizon_077,long_horizon,reference_family_flat,-6.183,-2.723,-16.952,4.033,2.0242,12.713,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-12.800,0.620,2.600
long_horizon_078,long_horizon,reference_family_flat,-25.398,-0.696,-18.183,-13.106,-2.3484,14.355,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-15.550,-4.600,2.600
long_horizon_079,long_horizon,reference_family_flat,-3.959,14.216,0.390,-3.146,2.2586,17.898,9,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-2.620,4.490,2.600
long_horizon_080,long_horizon,reference_family_flat,-19.894,5.018,-22.435,13.690,-0.2592,9.036,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-13.900,5.670,2.600
long_horizon_081,long_horizon,reference_family_flat,-10.877,1.280,1.749,13.254,-2.7138,17.401,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.270,6.140,2.600
long_horizon_082,long_horizon,reference_family_flat,-0.785,-11.345,-13.734,-16.425,2.5405,13.910,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.800,-13.450,2.600
long_horizon_083,long_horizon,reference_family_flat,17.903,5.568,16.598,-9.295,2.0471,14.920,8,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,16.120,-3.840,2.600
long_horizon_084,long_horizon,reference_family_flat,-12.118,-10.908,-13.657,7.268,1.7144,18.240,9,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-12.970,-0.810,2.600
long_horizon_085,long_horizon,reference_family_flat,-13.362,9.285,6.563,8.230,-2.0065,19.953,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.800,6.950,2.600
long_horizon_086,long_horizon,reference_family_flat,18.291,1.748,4.178,1.475,0.7548,14.116,8,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.650,0.360,2.600
long_horizon_087,long_horizon,reference_family_flat,19.523,19.463,5.557,6.314,-1.6219,19.182,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,14.920,8.740,2.600
long_horizon_088,long_horizon,reference_family_flat,8.423,19.599,-1.701,14.522,1.7164,11.325,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.150,17.950,2.600
long_horizon_089,long_horizon,reference_family_flat,-11.022,13.094,-5.771,1.631,-2.5753,12.609,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-7.700,5.520,2.600
long_horizon_090,long_horizon,reference_family_flat,-6.248,3.337,7.170,8.845,0.4224,14.505,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.420,6.480,2.600
long_horizon_091,long_horizon,reference_family_flat,-13.580,8.305,3.366,6.011,1.5135,17.101,8,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-2.990,6.870,2.600
long_horizon_092,long_horizon,reference_family_flat,10.926,-14.104,23.866,-19.036,-0.7553,13.848,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,16.350,-14.680,2.600
long_horizon_093,long_horizon,reference_family_flat,6.148,-0.579,8.286,-11.873,-0.0747,11.494,6,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.530,-8.120,2.600
long_horizon_094,long_horizon,reference_family_flat,16.623,1.173,0.623,6.996,-0.5782,17.027,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.800,-0.200,2.600
long_horizon_095,long_horizon,reference_family_flat,-19.514,9.110,-10.623,7.399,0.5480,9.054,5,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-14.180,8.080,2.600
long_horizon_096,long_horizon,reference_family_flat,1.657,-11.011,12.369,5.324,-1.7740,19.534,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,9.270,-3.860,2.600
long_horizon_097,long_horizon,reference_family_flat,-4.818,-0.635,9.553,-1.646,-2.9584,14.407,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,3.430,-0.710,2.600
long_horizon_098,long_horizon,reference_family_flat,-15.452,-7.404,0.119,-5.899,0.5408,15.644,13,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-11.040,-3.500,2.600
long_horizon_099,long_horizon,reference_family_flat,7.815,6.116,1.915,-11.215,-0.5072,18.308,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.250,-4.870,2.600
