case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
studio_apartment_long_horizon_047,long_horizon,studio_apartment,-6.000,-12.000,8.000,-24.000,-2.9823,18.439,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.164,-17.808,2.600
studio_apartment_long_horizon_048,long_horizon,studio_apartment,-4.564,15.369,11.500,2.065,-1.3659,20.858,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,3.472,8.722,2.600
studio_apartment_long_horizon_049,long_horizon,studio_apartment,3.599,20.038,4.778,5.208,-0.6933,14.877,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,4.228,12.626,2.600
studio_apartment_long_horizon_050,long_horizon,studio_apartment,-9.500,24.000,-11.500,16.000,1.5768,8.246,4,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-10.880,20.095,2.600
studio_apartment_long_horizon_051,long_horizon,studio_apartment,-4.421,-7.349,4.212,-17.369,-1.3208,13.226,7,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.277,-12.030,2.600
studio_apartment_long_horizon_052,long_horizon,studio_apartment,-1.793,20.801,9.092,27.157,2.0212,12.605,8,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,3.804,23.714,2.600
studio_apartment_long_horizon_053,long_horizon,studio_apartment,9.000,6.500,-11.500,16.000,1.2755,22.594,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.343,11.050,2.600
studio_apartment_long_horizon_054,long_horizon,studio_apartment,-7.116,-22.091,-10.324,1.523,1.9717,23.831,14,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.901,-10.309,2.600
studio_apartment_long_horizon_055,long_horizon,studio_apartment,3.452,-22.925,11.595,1.009,1.3533,25.281,14,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.080,-11.147,2.600
studio_apartment_long_horizon_056,long_horizon,studio_apartment,7.870,18.311,-10.796,-2.214,0.5076,27.743,20,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.560,8.137,2.600
studio_apartment_long_horizon_057,long_horizon,studio_apartment,-3.539,7.581,-1.725,-4.250,-0.0499,11.969,6,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-2.442,1.695,2.600
studio_apartment_long_horizon_058,long_horizon,studio_apartment,-9.500,24.000,9.000,6.500,1.1186,25.466,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.130,15.376,2.600
studio_apartment_long_horizon_059,long_horizon,studio_apartment,-6.000,-12.000,8.000,-24.000,2.0909,18.439,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.046,-17.946,2.600
studio_apartment_long_horizon_060,long_horizon,studio_apartment,-11.500,16.000,-6.000,-12.000,2.8320,28.535,18,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.203,2.107,2.600
studio_apartment_long_horizon_061,long_horizon,studio_apartment,-8.467,21.070,-0.750,11.897,-2.8508,11.987,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-4.684,16.420,2.600
studio_apartment_long_horizon_062,long_horizon,studio_apartment,9.000,6.500,-9.500,24.000,-0.7535,25.466,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.067,15.585,2.600
studio_apartment_long_horizon_063,long_horizon,studio_apartment,-6.600,-22.855,6.262,3.222,-2.7724,29.076,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.143,-9.971,2.600
studio_apartment_long_horizon_064,long_horizon,studio_apartment,-3.545,17.022,-7.944,4.341,2.4160,13.422,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-6.155,10.824,2.600
studio_apartment_long_horizon_065,long_horizon,studio_apartment,-0.389,-23.991,10.653,-21.784,-0.5499,11.260,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,5.032,-22.389,2.600
studio_apartment_long_horizon_066,long_horizon,studio_apartment,-6.000,-12.000,-11.500,16.000,2.4026,28.535,18,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.973,1.956,2.600
studio_apartment_long_horizon_067,long_horizon,studio_apartment,2.584,13.174,-2.756,-16.852,1.0969,30.497,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.218,-1.893,2.600
studio_apartment_long_horizon_068,long_horizon,studio_apartment,-9.500,24.000,9.000,6.500,1.2706,25.466,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.033,15.480,2.600
studio_apartment_long_horizon_069,long_horizon,studio_apartment,9.000,6.500,-6.000,-12.000,-1.3345,23.817,14,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,2.633,-3.669,2.600
studio_apartment_long_horizon_070,long_horizon,studio_apartment,-9.896,-23.920,-5.495,-14.832,0.9798,10.098,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-8.036,-19.211,2.600
studio_apartment_long_horizon_071,long_horizon,studio_apartment,11.724,-4.633,0.182,24.383,-1.0367,31.227,17,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,6.396,10.051,2.600
studio_apartment_long_horizon_072,long_horizon,studio_apartment,8.000,-24.000,-6.000,-12.000,-0.1681,18.439,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.415,-17.516,2.600
studio_apartment_long_horizon_073,long_horizon,studio_apartment,5.967,7.139,-9.632,-13.715,-2.3062,26.043,14,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.627,-3.442,2.600
studio_apartment_long_horizon_074,long_horizon,studio_apartment,-3.080,5.705,9.428,-19.581,-0.7777,28.210,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,3.051,-6.999,2.600
studio_apartment_long_horizon_075,long_horizon,studio_apartment,-3.276,-16.078,-8.042,2.995,1.1945,19.659,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-5.605,-6.528,2.600
studio_apartment_long_horizon_076,long_horizon,studio_apartment,-2.268,6.110,-5.083,-21.695,-0.0347,27.947,14,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-4.264,-7.733,2.600
studio_apartment_long_horizon_077,long_horizon,studio_apartment,9.000,6.500,-9.500,24.000,0.8545,25.466,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.520,14.965,2.600
studio_apartment_long_horizon_078,long_horizon,studio_apartment,4.467,5.577,10.165,18.168,0.8758,13.820,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,6.490,12.246,2.600
studio_apartment_long_horizon_079,long_horizon,studio_apartment,-11.813,2.348,9.773,-1.317,-0.6226,21.895,10,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.059,0.284,2.600
studio_apartment_long_horizon_080,long_horizon,studio_apartment,-6.000,-12.000,-11.500,16.000,-2.4025,28.535,18,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-9.325,1.887,2.600
studio_apartment_long_horizon_081,long_horizon,studio_apartment,-10.901,-6.415,11.407,-16.584,-1.6462,24.516,12,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.485,-10.991,2.600
studio_apartment_long_horizon_082,long_horizon,studio_apartment,-4.780,-13.170,3.321,-20.479,-1.0503,10.911,5,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.822,-16.927,2.600
studio_apartment_long_horizon_083,long_horizon,studio_apartment,-6.385,17.903,-8.407,-6.655,1.1767,24.641,19,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-6.975,5.589,2.600
studio_apartment_long_horizon_084,long_horizon,studio_apartment,9.000,6.500,-9.500,24.000,-0.9134,25.466,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.329,15.167,2.600
studio_apartment_long_horizon_085,long_horizon,studio_apartment,4.373,-25.928,-5.441,-27.734,-1.5607,9.979,5,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-0.500,-27.013,2.600
studio_apartment_long_horizon_086,long_horizon,studio_apartment,-11.500,16.000,9.000,6.500,1.8528,22.594,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.523,10.660,2.600
studio_apartment_long_horizon_087,long_horizon,studio_apartment,-0.757,24.459,8.539,19.884,1.7603,10.361,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,3.662,21.706,2.600
studio_apartment_long_horizon_088,long_horizon,studio_apartment,-6.914,-9.983,-1.524,17.398,0.1876,27.906,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-4.251,3.714,2.600
studio_apartment_long_horizon_089,long_horizon,studio_apartment,10.049,-2.496,-4.752,25.547,2.1950,31.709,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,2.796,11.603,2.600
studio_apartment_long_horizon_090,long_horizon,studio_apartment,-5.644,-2.590,2.368,17.827,-2.3892,21.933,10,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.143,7.424,2.600
studio_apartment_long_horizon_091,long_horizon,studio_apartment,7.356,-0.882,5.862,25.262,1.4188,26.187,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,6.679,12.194,2.600
studio_apartment_long_horizon_092,long_horizon,studio_apartment,-4.950,-15.256,5.541,-21.598,1.8229,12.259,6,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,0.235,-18.528,2.600
studio_apartment_long_horizon_093,long_horizon,studio_apartment,-4.631,14.595,7.612,7.107,-0.2902,14.351,7,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.455,10.793,2.600
studio_apartment_long_horizon_094,long_horizon,studio_apartment,9.000,6.500,-11.500,16.000,0.2466,22.594,15,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-1.224,11.306,2.600
studio_apartment_long_horizon_095,long_horizon,studio_apartment,10.586,23.375,6.996,6.856,-1.3289,16.905,10,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,8.539,15.170,2.600
studio_apartment_long_horizon_096,long_horizon,studio_apartment,6.410,-3.605,6.782,27.119,2.5502,30.726,16,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,6.093,11.763,2.600
studio_apartment_long_horizon_097,long_horizon,studio_apartment,-2.134,23.518,-2.605,3.461,-1.6518,20.063,10,1,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-2.140,13.484,2.600
studio_apartment_long_horizon_098,long_horizon,studio_apartment,-6.000,-12.000,8.000,-24.000,2.4713,18.439,11,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,1.260,-17.697,2.600
studio_apartment_long_horizon_099,long_horizon,studio_apartment,-6.828,10.351,-3.515,-13.888,-1.9916,24.464,13,0,long_horizon_topological,Decompose the long-horizon route into stable intermediate waypoints.,-4.848,-1.724,2.600
