scenario,algo,planner_mode,model,episodes,success_rate,success_ci95_low,success_ci95_high,strict_valid_rate,strict_ci95_low,strict_ci95_high,parse_ok_rate,repair_rate,collision_rate,timeout_rate,invalid_route_rate,mean_steps,mean_route_distance,mean_route_turns,mean_semantic_cost,mean_route_score,mean_node_retention,mean_edit_distance,mean_step_parse_ok,mean_step_count,raw_execution_rate,missing_edge_rate,missing_goal_rate,semantic_violation_rate,llm_error_rate
semantic_constraint,ppo,llm_raw,google_gemma-4-e4b,100,0.03,0.010254338223414816,0.08452078080402699,0.0,0.0,0.03699480747600191,0.0,0.0,0.51,0.46,0.0,506.48,64.56142606548707,10.34,0.11968035514291506,140.6707235896574,1.0,0.0,0.0,0.0,1.0,0.06,0.94,0.0,0.0
semantic_constraint,ppo,llm_raw,lfm2.5-8b-a1b-mlx,100,0.06,0.02778574526665662,0.12476968531222507,0.0,0.0,0.03699480747600191,0.0,0.0,0.48,0.46,0.0,491.08,56.52632007793967,7.59,0.1083665244466963,139.25671265948233,1.0,0.0,0.0,0.0,1.0,0.12,0.88,0.0,0.0
semantic_constraint,ppo,llm_raw,liquid_lfm2.5-1.2b,100,0.04,0.015663050551848016,0.09837217232607373,0.0,0.0,0.03699480747600191,0.7,0.0,0.44,0.52,0.0,683.8,99.20300363439065,24.05,0.04574955902644624,285.42100603321023,1.0,0.0,0.0,0.0,1.0,0.18,0.81,0.0,0.0
semantic_constraint,ppo,llm_raw,nvidia_nemotron-3-nano-4b,100,0.03,0.010254338223414816,0.08452078080402699,0.01,0.0017673865655472645,0.0544875247609346,0.02,0.0,0.53,0.44,0.0,523.05,97.63097431699188,20.16,0.10431496979178939,302.2923268874228,1.0,0.0,0.0,0.0,0.99,0.08,0.91,0.0,0.0
semantic_constraint,ppo,llm_raw,qwen_qwen3-1.7b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.51,0.49,0.0,541.15,85.82080189341558,15.73,0.08211074372565152,207.3658831001925,1.0,0.0,0.0,0.0,1.0,0.06,0.94,0.0,0.0
semantic_constraint,ppo,llm_step,HuggingFaceTB__SmolLM2-1.7B,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.01,0.1,0.89,64.54545454545455,2.7982997673342314,0.09090909090909091,0.0,3.375572494606958,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
semantic_constraint,ppo,llm_step,google_gemma-3-1b,100,0.13,0.07757093858414264,0.20980521894809878,0.02,0.005501852234968178,0.07001316294199367,0.24,0.0,0.12,0.75,0.0,476.52,21.923805303818156,6.85,0.028981138118239946,40.3536696620798,1.0,0.0,0.0,0.0,0.0,0.0,0.76,0.22,0.0
semantic_constraint,ppo,llm_step,google_gemma-4-e4b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
semantic_constraint,ppo,llm_step,lfm2.5-8b-a1b-mlx,100,0.26,0.18404578126986462,0.35371172631861636,0.03,0.010254338223414816,0.08452078080402699,0.02,0.0,0.03,0.53,0.18,251.59756097560975,9.11750450398392,1.3414634146341464,0.0895207275905248,15.734061465284283,1.0,0.0,0.0,0.0,0.0,0.0,0.72,0.25,0.0
semantic_constraint,ppo,llm_step,liquid_lfm2.5-1.2b,100,0.64,0.542352199811621,0.7272892540950986,0.31,0.22779563206132378,0.40626239477955695,0.84,0.0,0.21,0.15,0.0,481.33,20.60008283774172,5.91,0.09856858975563876,39.01615048457184,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.53,0.0
semantic_constraint,ppo,llm_step,nvidia_nemotron-3-nano-4b,100,0.72,0.6251178763865427,0.7986044083240164,0.16,0.10095202349473717,0.24420444558894414,0.86,0.0,0.09,0.16,0.03,457.6185567010309,16.741359729825998,3.0103092783505154,0.14253065207964719,29.367192174825714,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.7,0.0
semantic_constraint,ppo,llm_step,qwen_qwen3-1.7b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.01,0.51,0.48,166.46153846153845,6.0702988700159475,0.6923076923076923,0.0054803074561864795,8.7007534711287,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
semantic_constraint,ppo,no_llm,no_llm,100,0.78,0.6892946528499969,0.849988254963442,0.0,0.0,0.03699480747600191,0.0,0.0,0.09,0.13,0.0,519.82,18.42730620998877,3.15,0.08234859261515018,29.0801855544307,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_constraint,sac,no_llm,no_llm,100,0.54,0.44264685393523856,0.6343935614666815,0.0,0.0,0.03699480747600191,0.0,0.0,0.13,0.33,0.0,438.49,18.42730620998877,3.15,0.06723559079207223,29.0801855544307,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
